Region,Country,Item Type,Order Priority,Order Date,Ship Date,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,Profit Margin per Product,Processing Time,Processing Time (days),Order Year,Sales Channel
Europe,Monaco,Beverages,H,2013-03-14,2013-03-23,47.45,31.79,35919.65,24065.03,11854.62,15.660000000000004,9 days,9,2013,Offline
Europe,Norway,Cosmetics,C,2014-03-14,2014-04-12,437.2,263.33,1600589.2,964051.13,636538.07,173.87,29 days,29,2014,Online
Europe,Latvia,Cosmetics,H,2014-03-14,2014-04-06,437.2,263.33,4101810.4,2470562.06,1631248.34,173.87,23 days,23,2014,Offline
Europe,Ireland,Household,C,2015-03-14,2015-04-11,668.27,502.54,5010688.46,3768044.92,1242643.54,165.72999999999996,28 days,28,2015,Online
Europe,Romania,Cereal,H,2016-03-14,2016-04-01,205.7,117.11,863322.9,491510.67,371812.23,88.58999999999999,18 days,18,2016,Offline
Europe,France,Personal Care,H,2011-03-15,2011-03-29,81.73,56.67,713421.17,494672.43,218748.74,25.06,14 days,14,2011,Online
Europe,Georgia,Meat,C,2012-03-15,2012-04-20,421.89,364.69,2831303.79,2447434.59,383869.2,57.19999999999999,36 days,36,2012,Offline
Europe,Russia,Office Supplies,M,2013-03-15,2013-03-31,651.21,524.96,6359716.86,5126759.36,1232957.5,126.25,16 days,16,2013,Online
Europe,Latvia,Snacks,C,2017-03-15,2017-04-09,152.58,97.44,878097.9,560767.2,317330.7,55.140000000000015,25 days,25,2017,Offline
Europe,Malta,Baby Food,L,2010-03-16,2010-04-01,255.28,159.42,1744328.24,1089316.86,655011.38,95.86,16 days,16,2010,Online
Europe,Finland,Beverages,H,2012-03-16,2012-03-23,47.45,31.79,359718.45,240999.99,118718.46,15.660000000000004,7 days,7,2012,Offline
Europe,Netherlands,Baby Food,H,2013-03-16,2013-03-21,255.28,159.42,1855885.6,1158983.4,696902.2,95.86,5 days,5,2013,Online
Europe,Serbia,Vegetables,L,2015-03-16,2015-03-26,154.06,90.93,882917.86,521119.83,361798.03,63.13,10 days,10,2015,Offline
Europe,Macedonia,Meat,C,2015-03-16,2015-04-02,421.89,364.69,1121805.51,969710.71,152094.8,57.19999999999999,17 days,17,2015,Online
Europe,Slovenia,Beverages,H,2010-03-17,2010-04-20,47.45,31.79,395590.65,265033.23,130557.42,15.660000000000004,34 days,34,2010,Offline
Europe,Russia,Vegetables,L,2014-03-17,2014-05-01,154.06,90.93,788633.14,465470.67,323162.47,63.13,45 days,45,2014,Online
Europe,Armenia,Fruits,L,2015-03-17,2015-04-07,9.33,6.92,32878.92,24386.08,8492.84,2.41,21 days,21,2015,Offline
Europe,Cyprus,Baby Food,M,2016-03-17,2016-04-23,255.28,159.42,39057.84,24391.26,14666.58,95.86,37 days,37,2016,Online
Europe,Vatican City,Household,L,2017-03-17,2017-04-02,668.27,502.54,4099168.18,3082580.36,1016587.82,165.72999999999996,16 days,16,2017,Offline
Europe,Monaco,Vegetables,L,2011-03-18,2011-04-02,154.06,90.93,853338.34,503661.27,349677.07,63.13,15 days,15,2011,Online
Europe,Vatican City,Vegetables,L,2014-03-18,2014-03-19,154.06,90.93,206440.4,121846.2,84594.2,63.13,1 days,1,2014,Offline
Europe,Switzerland,Cosmetics,M,2014-03-18,2014-04-20,437.2,263.33,3644936.4,2195382.21,1449554.19,173.87,33 days,33,2014,Online
Europe,Latvia,Snacks,M,2017-03-18,2017-04-14,152.58,97.44,1470871.2,939321.6,531549.6,55.140000000000015,27 days,27,2017,Offline
Europe,Andorra,Cereal,H,2010-03-19,2010-03-26,205.7,117.11,1908484.6,1086546.58,821938.02,88.58999999999999,7 days,7,2010,Online
Europe,Ukraine,Beverages,M,2015-03-19,2015-03-21,47.45,31.79,283323.95,189818.09,93505.86,15.660000000000004,2 days,2,2015,Offline
Europe,Latvia,Fruits,H,2017-03-19,2017-03-27,9.33,6.92,54039.36,40080.64,13958.72,2.41,8 days,8,2017,Online
Europe,Norway,Household,M,2010-03-20,2010-04-26,668.27,502.54,623495.91,468869.82,154626.09,165.72999999999996,37 days,37,2010,Offline
Europe,Switzerland,Snacks,L,2012-03-20,2012-04-13,152.58,97.44,420815.64,268739.52,152076.12,55.140000000000015,24 days,24,2012,Online
Europe,Iceland,Baby Food,H,2013-03-20,2013-03-30,255.28,159.42,1974080.24,1232794.86,741285.38,95.86,10 days,10,2013,Offline
Europe,Cyprus,Household,L,2013-03-20,2013-04-11,668.27,502.54,4879707.54,3669547.08,1210160.46,165.72999999999996,22 days,22,2013,Online
Europe,France,Cosmetics,C,2014-03-20,2014-04-29,437.2,263.33,3090566.8,1861479.77,1229087.03,173.87,40 days,40,2014,Offline
Europe,Andorra,Cereal,M,2015-03-20,2015-04-09,205.7,117.11,1052361.2,599134.76,453226.44,88.58999999999999,20 days,20,2015,Online
Europe,Ukraine,Cereal,M,2011-03-21,2011-04-11,205.7,117.11,1599934.6,910881.58,689053.02,88.58999999999999,21 days,21,2011,Offline
Europe,Switzerland,Fruits,M,2012-03-21,2012-03-27,9.33,6.92,83130.3,61657.2,21473.1,2.41,6 days,6,2012,Online
Europe,Bulgaria,Household,C,2014-03-21,2014-04-24,668.27,502.54,1336.54,1005.08,331.46,165.72999999999996,34 days,34,2014,Offline
Europe,Austria,Office Supplies,C,2015-03-21,2015-05-07,651.21,524.96,3802415.19,3065241.44,737173.75,126.25,47 days,47,2015,Online
Europe,Germany,Clothes,C,2015-03-21,2015-04-15,109.28,35.84,591532.64,194001.92,397530.72,73.44,25 days,25,2015,Offline
Europe,Germany,Snacks,H,2014-03-22,2014-05-10,152.58,97.44,601775.52,384303.36,217472.16,55.140000000000015,49 days,49,2014,Online
Europe,Serbia,Baby Food,H,2014-03-22,2014-04-17,255.28,159.42,515155.04,321709.56,193445.48,95.86,26 days,26,2014,Offline
Europe,Serbia,Vegetables,C,2014-03-22,2014-04-03,154.06,90.93,255277.42,150671.01,104606.41,63.13,12 days,12,2014,Online
Europe,Belgium,Meat,M,2015-03-22,2015-04-29,421.89,364.69,2921166.36,2525113.56,396052.8,57.19999999999999,38 days,38,2015,Offline
Europe,Macedonia,Snacks,M,2016-03-22,2016-04-19,152.58,97.44,1227963.84,784197.12,443766.72,55.140000000000015,28 days,28,2016,Online
Europe,Armenia,Fruits,M,2011-03-23,2011-05-02,9.33,6.92,82719.78,61352.72,21367.06,2.41,40 days,40,2011,Offline
Europe,Romania,Meat,C,2012-03-23,2012-05-10,421.89,364.69,630303.66,544846.86,85456.8,57.19999999999999,48 days,48,2012,Online
Europe,Vatican City,Clothes,M,2012-03-23,2012-03-30,109.28,35.84,881233.92,289013.76,592220.16,73.44,7 days,7,2012,Offline
Europe,United Kingdom,Household,C,2012-03-23,2012-04-04,668.27,502.54,2334267.11,1755372.22,578894.89,165.72999999999996,12 days,12,2012,Online
Europe,Slovakia,Office Supplies,M,2016-03-23,2016-04-06,651.21,524.96,3478763.82,2804336.32,674427.5,126.25,14 days,14,2016,Offline
Europe,Italy,Baby Food,L,2017-03-23,2017-04-05,255.28,159.42,1213856.4,758042.1,455814.3,95.86,13 days,13,2017,Online
Europe,Russia,Fruits,H,2013-03-24,2013-04-11,9.33,6.92,85154.91,63158.84,21996.07,2.41,18 days,18,2013,Offline
Europe,Ukraine,Beverages,H,2015-03-24,2015-03-28,47.45,31.79,85267.65,57126.63,28141.02,15.660000000000004,4 days,4,2015,Online
Europe,Malta,Meat,H,2015-03-24,2015-05-05,421.89,364.69,3589862.01,3103147.21,486714.8,57.19999999999999,42 days,42,2015,Offline
Europe,Belarus,Beverages,H,2017-03-24,2017-04-25,47.45,31.79,361521.55,242208.01,119313.54,15.660000000000004,32 days,32,2017,Online
Europe,Serbia,Cosmetics,H,2012-03-25,2012-04-22,437.2,263.33,1970897.6,1187091.64,783805.96,173.87,28 days,28,2012,Offline
Europe,United Kingdom,Fruits,M,2013-03-27,2013-04-21,9.33,6.92,68015.7,50446.8,17568.9,2.41,25 days,25,2013,Online
Europe,Cyprus,Cereal,M,2013-03-27,2013-04-03,205.7,117.11,251571.1,143225.53,108345.57,88.58999999999999,7 days,7,2013,Offline
Europe,Portugal,Baby Food,M,2016-03-27,2016-05-16,255.28,159.42,332629.84,207724.26,124905.58,95.86,50 days,50,2016,Online
Europe,Moldova ,Vegetables,L,2016-03-28,2016-05-04,154.06,90.93,1303039.48,769085.94,533953.54,63.13,37 days,37,2016,Offline
Europe,Lithuania,Cosmetics,M,2016-03-28,2016-04-19,437.2,263.33,386484.8,232783.72,153701.08,173.87,22 days,22,2016,Online
Europe,Latvia,Personal Care,L,2011-03-29,2011-04-30,81.73,56.67,483432.95,335203.05,148229.9,25.06,32 days,32,2011,Offline
Europe,Sweden,Baby Food,H,2011-03-29,2011-04-03,255.28,159.42,1145186.08,715158.12,430027.96,95.86,5 days,5,2011,Online
Europe,Croatia,Personal Care,M,2013-03-29,2013-03-31,81.73,56.67,42744.79,29638.41,13106.38,25.06,2 days,2,2013,Offline
Europe,Montenegro,Cosmetics,C,2014-03-29,2014-05-14,437.2,263.33,873088.4,525870.01,347218.39,173.87,46 days,46,2014,Online
Europe,Malta,Cosmetics,M,2014-03-29,2014-04-03,437.2,263.33,1247768.8,751543.82,496224.98,173.87,5 days,5,2014,Offline
Europe,Montenegro,Vegetables,H,2013-03-30,2013-05-18,154.06,90.93,676015.28,399000.84,277014.44,63.13,49 days,49,2013,Online
Europe,Albania,Household,M,2012-03-31,2012-05-06,668.27,502.54,3666129.22,2756934.44,909194.78,165.72999999999996,36 days,36,2012,Offline
Europe,Bosnia and Herzegovina,Snacks,C,2012-03-31,2012-05-10,152.58,97.44,336133.74,214660.32,121473.42,55.140000000000015,40 days,40,2012,Online
Europe,Cyprus,Fruits,C,2012-03-31,2012-04-10,9.33,6.92,51837.48,38447.52,13389.96,2.41,10 days,10,2012,Offline
Europe,Lithuania,Personal Care,M,2013-03-31,2013-04-05,81.73,56.67,627931.59,435395.61,192535.98,25.06,5 days,5,2013,Online
Europe,Spain,Vegetables,H,2017-03-31,2017-04-06,154.06,90.93,577262.82,340714.71,236548.11,63.13,6 days,6,2017,Offline
Europe,Denmark,Snacks,H,2012-04-13,2012-05-04,152.58,97.44,569733.72,363840.96,205892.76,55.140000000000015,21 days,21,2012,Online
Europe,San Marino,Office Supplies,H,2014-04-13,2014-05-04,651.21,524.96,4496605.05,3624848.8,871756.25,126.25,21 days,21,2014,Offline
Europe,Malta,Personal Care,C,2017-04-13,2017-05-11,81.73,56.67,577749.37,400600.23,177149.14,25.06,28 days,28,2017,Online
Europe,Serbia,Meat,H,2010-04-14,2010-04-25,421.89,364.69,2047010.28,1769475.88,277534.4,57.19999999999999,11 days,11,2010,Offline
Europe,Lithuania,Fruits,M,2010-04-14,2010-05-01,9.33,6.92,42610.11,31603.64,11006.47,2.41,17 days,17,2010,Online
Europe,Spain,Vegetables,M,2011-04-14,2011-06-03,154.06,90.93,546142.7,322346.85,223795.85,63.13,50 days,50,2011,Offline
Europe,Norway,Clothes,H,2014-04-14,2014-04-17,109.28,35.84,943195.68,309335.04,633860.64,73.44,3 days,3,2014,Online
Europe,Ukraine,Cereal,L,2014-04-14,2014-05-21,205.7,117.11,747308.1,425460.63,321847.47,88.58999999999999,37 days,37,2014,Offline
Europe,France,Clothes,M,2014-04-15,2014-04-26,109.28,35.84,678956.64,222673.92,456282.72,73.44,11 days,11,2014,Online
Europe,Vatican City,Personal Care,M,2016-04-15,2016-05-05,81.73,56.67,124965.17,86648.43,38316.74,25.06,20 days,20,2016,Offline
Europe,Greece,Personal Care,M,2017-04-16,2017-05-14,81.73,56.67,13158.53,9123.87,4034.66,25.06,28 days,28,2017,Online
Europe,Iceland,Cosmetics,M,2017-04-16,2017-04-23,437.2,263.33,539504.8,324949.22,214555.58,173.87,7 days,7,2017,Offline
Europe,Hungary,Fruits,C,2016-04-17,2016-05-23,9.33,6.92,48450.69,35935.56,12515.13,2.41,36 days,36,2016,Online
Europe,Finland,Office Supplies,L,2017-04-17,2017-05-01,651.21,524.96,2949330.09,2377543.84,571786.25,126.25,14 days,14,2017,Offline
Europe,Ukraine,Personal Care,C,2017-04-17,2017-05-19,81.73,56.67,504355.83,349710.57,154645.26,25.06,32 days,32,2017,Online
Europe,Italy,Clothes,M,2010-04-18,2010-05-11,109.28,35.84,728569.76,238945.28,489624.48,73.44,23 days,23,2010,Offline
Europe,Georgia,Meat,M,2011-04-18,2011-05-09,421.89,364.69,756448.77,653889.17,102559.6,57.19999999999999,21 days,21,2011,Online
Europe,Cyprus,Snacks,M,2011-04-18,2011-04-24,152.58,97.44,1068975.48,682664.64,386310.84,55.140000000000015,6 days,6,2011,Offline
Europe,Ireland,Baby Food,H,2015-04-18,2015-05-10,255.28,159.42,547320.32,341796.48,205523.84,95.86,22 days,22,2015,Online
Europe,Lithuania,Personal Care,L,2011-04-19,2011-04-26,81.73,56.67,153243.75,106256.25,46987.5,25.06,7 days,7,2011,Offline
Europe,Montenegro,Personal Care,H,2012-04-19,2012-05-19,81.73,56.67,349967.86,242660.94,107306.92,25.06,30 days,30,2012,Online
Europe,Switzerland,Personal Care,H,2014-04-19,2014-04-23,81.73,56.67,241757.34,167629.86,74127.48,25.06,4 days,4,2014,Offline
Europe,Austria,Fruits,M,2011-04-20,2011-05-28,9.33,6.92,81478.89,60432.36,21046.53,2.41,38 days,38,2011,Online
Europe,France,Fruits,L,2013-04-20,2013-06-06,9.33,6.92,62492.34,46350.16,16142.18,2.41,47 days,47,2013,Offline
Europe,Romania,Personal Care,L,2010-04-21,2010-04-24,81.73,56.67,599734.74,415844.46,183890.28,25.06,3 days,3,2010,Online
Europe,Switzerland,Meat,C,2012-04-21,2012-06-09,421.89,364.69,3260365.92,2818324.32,442041.6,57.19999999999999,49 days,49,2012,Offline
Europe,Bulgaria,Household,H,2012-04-21,2012-05-02,668.27,502.54,3923413.17,2950412.34,973000.83,165.72999999999996,11 days,11,2012,Online
Europe,Hungary,Beverages,L,2013-04-21,2013-05-13,47.45,31.79,203275.8,136188.36,67087.44,15.660000000000004,22 days,22,2013,Offline
Europe,Slovenia,Vegetables,M,2013-04-21,2013-05-27,154.06,90.93,307657.82,181587.21,126070.61,63.13,36 days,36,2013,Online
Europe,Russia,Beverages,M,2014-04-21,2014-06-01,47.45,31.79,5409.3,3624.06,1785.24,15.660000000000004,41 days,41,2014,Offline
Europe,Finland,Baby Food,L,2017-04-21,2017-04-26,255.28,159.42,87561.04,54681.06,32879.98,95.86,5 days,5,2017,Online
Europe,Czech Republic,Personal Care,C,2012-04-22,2012-05-15,81.73,56.67,252954.35,175393.65,77560.7,25.06,23 days,23,2012,Offline
Europe,Finland,Clothes,L,2014-04-22,2014-05-11,109.28,35.84,1028324.8,337254.4,691070.4,73.44,19 days,19,2014,Online
Europe,Macedonia,Clothes,M,2015-04-22,2015-05-25,109.28,35.84,588582.08,193034.24,395547.84,73.44,33 days,33,2015,Offline
Europe,Luxembourg,Snacks,M,2017-04-22,2017-06-06,152.58,97.44,1514966.82,967481.76,547485.06,55.140000000000015,45 days,45,2017,Online
Europe,Montenegro,Office Supplies,H,2011-04-23,2011-04-24,651.21,524.96,2869231.26,2312973.76,556257.5,126.25,1 days,1,2011,Offline
Europe,Spain,Household,M,2012-04-23,2012-05-05,668.27,502.54,1883853.13,1416660.26,467192.87,165.72999999999996,12 days,12,2012,Online
Europe,Bulgaria,Clothes,H,2014-04-24,2014-05-13,109.28,35.84,756982.56,248263.68,508718.88,73.44,19 days,19,2014,Offline
Europe,Russia,Personal Care,L,2015-04-24,2015-05-05,81.73,56.67,791881.97,549075.63,242806.34,25.06,11 days,11,2015,Online
Europe,Andorra,Beverages,C,2016-04-24,2016-04-28,47.45,31.79,167688.3,112345.86,55342.44,15.660000000000004,4 days,4,2016,Offline
Europe,Ireland,Vegetables,L,2016-04-24,2016-05-27,154.06,90.93,1160533.98,684975.69,475558.29,63.13,33 days,33,2016,Online
Europe,Ukraine,Meat,H,2017-04-25,2017-05-01,421.89,364.69,853061.58,737403.18,115658.4,57.19999999999999,6 days,6,2017,Offline
Europe,Sweden,Personal Care,C,2011-04-26,2011-05-24,81.73,56.67,455399.56,315765.24,139634.32,25.06,28 days,28,2011,Online
Europe,Liechtenstein,Fruits,H,2011-04-26,2011-06-15,9.33,6.92,14676.09,10885.16,3790.93,2.41,50 days,50,2011,Offline
Europe,Croatia,Household,L,2013-04-26,2013-06-01,668.27,502.54,6468853.6,4864587.2,1604266.4,165.72999999999996,36 days,36,2013,Online
Europe,Estonia,Office Supplies,M,2016-04-26,2016-05-13,651.21,524.96,2825600.19,2277801.44,547798.75,126.25,17 days,17,2016,Offline
Europe,Poland,Household,L,2011-04-27,2011-05-14,668.27,502.54,3918735.28,2946894.56,971840.72,165.72999999999996,17 days,17,2011,Online
Europe,Liechtenstein,Household,M,2014-04-27,2014-06-11,668.27,502.54,1449477.63,1090009.26,359468.37,165.72999999999996,45 days,45,2014,Offline
Europe,Malta,Baby Food,C,2015-04-27,2015-06-04,255.28,159.42,894501.12,558607.68,335893.44,95.86,38 days,38,2015,Online
Europe,Montenegro,Beverages,C,2017-04-27,2017-05-24,47.45,31.79,191745.45,128463.39,63282.06,15.660000000000004,27 days,27,2017,Offline
Europe,Belgium,Fruits,M,2011-04-28,2011-06-04,9.33,6.92,28129.95,20863.8,7266.15,2.41,37 days,37,2011,Online
Europe,Ireland,Personal Care,L,2012-04-28,2012-05-30,81.73,56.67,420337.39,291453.81,128883.58,25.06,32 days,32,2012,Offline
Europe,Albania,Beverages,H,2013-04-28,2013-05-25,47.45,31.79,107426.8,71972.56,35454.24,15.660000000000004,27 days,27,2013,Online
Europe,Norway,Clothes,C,2012-04-29,2012-05-01,109.28,35.84,976744.64,320337.92,656406.72,73.44,2 days,2,2012,Offline
Europe,Norway,Fruits,M,2012-04-29,2012-05-12,9.33,6.92,65384.64,48495.36,16889.28,2.41,13 days,13,2012,Online
Europe,Lithuania,Clothes,C,2012-04-29,2012-05-11,109.28,35.84,586833.6,192460.8,394372.8,73.44,12 days,12,2012,Offline
Europe,Montenegro,Clothes,L,2016-04-29,2016-06-16,109.28,35.84,242820.16,79636.48,163183.68,73.44,48 days,48,2016,Online
Europe,Poland,Meat,H,2013-04-30,2013-05-22,421.89,364.69,2772239.19,2396377.99,375861.2,57.19999999999999,22 days,22,2013,Offline
Europe,Bosnia and Herzegovina,Baby Food,C,2014-04-30,2014-05-30,255.28,159.42,121002.72,75565.08,45437.64,95.86,30 days,30,2014,Online
Europe,Monaco,Household,L,2014-04-30,2014-06-16,668.27,502.54,319433.06,240214.12,79218.94,165.72999999999996,47 days,47,2014,Offline
Europe,Macedonia,Beverages,L,2015-04-30,2015-05-15,47.45,31.79,425009.65,284743.03,140266.62,15.660000000000004,15 days,15,2015,Online
Europe,Germany,Cereal,M,2016-04-30,2016-06-13,205.7,117.11,795441.9,452864.37,342577.53,88.58999999999999,44 days,44,2016,Offline
Europe,Greece,Beverages,H,2017-04-30,2017-06-05,47.45,31.79,379125.5,254002.1,125123.4,15.660000000000004,36 days,36,2017,Online
Europe,Austria,Cereal,M,2010-05-13,2010-06-22,205.7,117.11,1707721.4,972247.22,735474.18,88.58999999999999,40 days,40,2010,Offline
Europe,Lithuania,Personal Care,H,2015-05-13,2015-06-26,81.73,56.67,308203.83,213702.57,94501.26,25.06,44 days,44,2015,Online
Europe,Moldova ,Meat,L,2016-05-13,2016-06-09,421.89,364.69,3787728.42,3274186.82,513541.6,57.19999999999999,27 days,27,2016,Offline
Europe,Montenegro,Clothes,L,2017-05-13,2017-06-13,109.28,35.84,127966.88,41968.64,85998.24,73.44,31 days,31,2017,Online
Europe,Luxembourg,Clothes,H,2011-05-14,2011-05-26,109.28,35.84,609563.84,199915.52,409648.32,73.44,12 days,12,2011,Offline
Europe,Romania,Personal Care,L,2013-05-14,2013-06-01,81.73,56.67,102244.23,70894.17,31350.06,25.06,18 days,18,2013,Online
Europe,Norway,Cosmetics,H,2015-05-14,2015-06-07,437.2,263.33,529449.2,318892.63,210556.57,173.87,24 days,24,2015,Offline
Europe,Andorra,Clothes,L,2017-05-14,2017-06-15,109.28,35.84,276587.68,90711.04,185876.64,73.44,32 days,32,2017,Online
Europe,Kosovo,Office Supplies,L,2014-05-15,2014-06-09,651.21,524.96,1829248.89,1474612.64,354636.25,126.25,25 days,25,2014,Offline
Europe,Czech Republic,Household,L,2015-05-15,2015-06-22,668.27,502.54,4683904.43,3522302.86,1161601.57,165.72999999999996,38 days,38,2015,Online
Europe,Armenia,Vegetables,L,2016-05-15,2016-05-31,154.06,90.93,1406875.92,830372.76,576503.16,63.13,16 days,16,2016,Offline
Europe,Malta,Meat,H,2016-05-15,2016-06-17,421.89,364.69,2678579.61,2315416.81,363162.8,57.19999999999999,33 days,33,2016,Online
Europe,Denmark,Household,L,2010-05-16,2010-06-06,668.27,502.54,5134986.68,3861517.36,1273469.32,165.72999999999996,21 days,21,2010,Offline
Europe,Sweden,Personal Care,H,2011-05-17,2011-05-25,81.73,56.67,568840.8,394423.2,174417.6,25.06,8 days,8,2011,Online
Europe,Luxembourg,Personal Care,L,2011-05-17,2011-05-22,81.73,56.67,142373.66,98719.14,43654.52,25.06,5 days,5,2011,Offline
Europe,Cyprus,Clothes,C,2012-05-17,2012-06-25,109.28,35.84,836647.68,274391.04,562256.64,73.44,39 days,39,2012,Online
Europe,Hungary,Baby Food,H,2014-05-17,2014-05-26,255.28,159.42,1743051.84,1088519.76,654532.08,95.86,9 days,9,2014,Offline
Europe,Andorra,Clothes,L,2011-05-18,2011-06-08,109.28,35.84,73982.56,24263.68,49718.88,73.44,21 days,21,2011,Online
Europe,San Marino,Cereal,L,2012-05-18,2012-06-06,205.7,117.11,503347.9,286568.17,216779.73,88.58999999999999,19 days,19,2012,Offline
Europe,Albania,Baby Food,L,2012-05-18,2012-06-22,255.28,159.42,1447182.32,903751.98,543430.34,95.86,35 days,35,2012,Online
Europe,France,Meat,C,2014-05-19,2014-06-03,421.89,364.69,2947323.54,2547724.34,399599.2,57.19999999999999,15 days,15,2014,Offline
Europe,Kosovo,Office Supplies,H,2015-05-19,2015-06-21,651.21,524.96,2582047.65,2081466.4,500581.25,126.25,33 days,33,2015,Online
Europe,Russia,Baby Food,L,2015-05-19,2015-06-18,255.28,159.42,1670041.76,1042925.64,627116.12,95.86,30 days,30,2015,Offline
Europe,Hungary,Beverages,L,2014-05-20,2014-06-21,47.45,31.79,325127.4,217825.08,107302.32,15.660000000000004,32 days,32,2014,Online
Europe,Spain,Meat,M,2014-05-20,2014-06-08,421.89,364.69,1263982.44,1092611.24,171371.2,57.19999999999999,19 days,19,2014,Offline
Europe,Czech Republic,Cereal,C,2015-05-20,2015-05-20,205.7,117.11,186158.5,105984.55,80173.95,88.58999999999999,0 days,0,2015,Online
Europe,Ireland,Household,H,2012-05-21,2012-06-03,668.27,502.54,5662251.71,4258021.42,1404230.29,165.72999999999996,13 days,13,2012,Offline
Europe,Greece,Cosmetics,C,2010-05-22,2010-06-26,437.2,263.33,3474865.6,2092946.84,1381918.76,173.87,35 days,35,2010,Online
Europe,Spain,Baby Food,L,2011-05-22,2011-06-17,255.28,159.42,1604434.8,1001954.7,602480.1,95.86,26 days,26,2011,Offline
Europe,Georgia,Personal Care,L,2012-05-22,2012-06-25,81.73,56.67,174003.17,120650.43,53352.74,25.06,34 days,34,2012,Online
Europe,Bulgaria,Office Supplies,M,2012-05-22,2012-06-05,651.21,524.96,3061338.21,2467836.96,593501.25,126.25,14 days,14,2012,Offline
Europe,Croatia,Office Supplies,C,2013-05-22,2013-06-06,651.21,524.96,2996868.42,2415865.92,581002.5,126.25,15 days,15,2013,Online
Europe,Andorra,Household,C,2014-05-22,2014-06-19,668.27,502.54,2156507.29,1621696.58,534810.71,165.72999999999996,28 days,28,2014,Offline
Europe,Estonia,Baby Food,H,2014-05-22,2014-06-02,255.28,159.42,2100699.12,1311867.18,788831.94,95.86,11 days,11,2014,Online
Europe,Montenegro,Cosmetics,C,2015-05-22,2015-06-29,437.2,263.33,777778.8,468464.07,309314.73,173.87,38 days,38,2015,Offline
Europe,Romania,Meat,H,2017-05-22,2017-05-25,421.89,364.69,462813.33,400064.93,62748.4,57.19999999999999,3 days,3,2017,Online
Europe,Liechtenstein,Vegetables,H,2011-05-23,2011-06-02,154.06,90.93,407796.82,240691.71,167105.11,63.13,10 days,10,2011,Offline
Europe,Denmark,Vegetables,H,2014-05-23,2014-07-11,154.06,90.93,1511174.54,891932.37,619242.17,63.13,49 days,49,2014,Online
Europe,San Marino,Meat,H,2016-05-23,2016-07-05,421.89,364.69,143020.71,123629.91,19390.8,57.19999999999999,43 days,43,2016,Offline
Europe,Ireland,Baby Food,H,2017-05-23,2017-05-30,255.28,159.42,117939.36,73652.04,44287.32,95.86,7 days,7,2017,Online
Europe,Vatican City,Personal Care,M,2012-05-24,2012-06-16,81.73,56.67,151527.42,105066.18,46461.24,25.06,23 days,23,2012,Offline
Europe,Vatican City,Cosmetics,C,2012-05-24,2012-06-05,437.2,263.33,1654364.8,996440.72,657924.08,173.87,12 days,12,2012,Online
Europe,Portugal,Cosmetics,C,2013-05-24,2013-06-10,437.2,263.33,114983.6,69255.79,45727.81,173.87,17 days,17,2013,Offline
Europe,Vatican City,Baby Food,C,2017-05-24,2017-07-09,255.28,159.42,1470923.36,918578.04,552345.32,95.86,46 days,46,2017,Online
Europe,Greece,Beverages,M,2011-05-25,2011-05-30,47.45,31.79,356966.35,239156.17,117810.18,15.660000000000004,5 days,5,2011,Offline
Europe,Croatia,Household,L,2016-05-25,2016-05-28,668.27,502.54,910183.74,684459.48,225724.26,165.72999999999996,3 days,3,2016,Online
Europe,Sweden,Baby Food,M,2010-05-26,2010-06-17,255.28,159.42,1235555.2,771592.8,463962.4,95.86,22 days,22,2010,Offline
Europe,Slovenia,Clothes,L,2012-05-26,2012-05-28,109.28,35.84,353083.68,115799.04,237284.64,73.44,2 days,2,2012,Online
Europe,Luxembourg,Baby Food,L,2012-05-26,2012-07-13,255.28,159.42,1244745.28,777331.92,467413.36,95.86,48 days,48,2012,Offline
Europe,Belgium,Vegetables,H,2013-05-26,2013-07-13,154.06,90.93,1144049.56,675246.18,468803.38,63.13,48 days,48,2013,Online
Europe,Malta,Snacks,L,2015-05-26,2015-06-13,152.58,97.44,352612.38,225183.84,127428.54,55.140000000000015,18 days,18,2015,Offline
Europe,San Marino,Personal Care,C,2010-05-27,2010-06-01,81.73,56.67,565244.68,391929.72,173314.96,25.06,5 days,5,2010,Online
Europe,Andorra,Fruits,H,2014-05-27,2014-06-15,9.33,6.92,9171.39,6802.36,2369.03,2.41,19 days,19,2014,Offline
Europe,Hungary,Cosmetics,L,2014-05-27,2014-07-09,437.2,263.33,1023485.2,616455.53,407029.67,173.87,43 days,43,2014,Online
Europe,Sweden,Snacks,M,2012-05-28,2012-07-10,152.58,97.44,658535.28,420551.04,237984.24,55.140000000000015,43 days,43,2012,Offline
Europe,Greece,Fruits,C,2014-05-28,2014-06-19,9.33,6.92,57855.33,42910.92,14944.41,2.41,22 days,22,2014,Online
Europe,Slovenia,Fruits,L,2016-05-28,2016-07-16,9.33,6.92,52891.77,39229.48,13662.29,2.41,49 days,49,2016,Offline
Europe,Montenegro,Fruits,L,2016-05-29,2016-07-10,9.33,6.92,12968.7,9618.8,3349.9,2.41,42 days,42,2016,Online
Europe,Sweden,Cereal,L,2016-05-29,2016-07-04,205.7,117.11,918039.1,522661.93,395377.17,88.58999999999999,36 days,36,2016,Offline
Europe,Ireland,Personal Care,H,2010-05-30,2010-06-08,81.73,56.67,82629.03,57293.37,25335.66,25.06,9 days,9,2010,Online
